search URL:,https://patents.google.com/?q=%28Quantum+Supremacy%29&oq=Quantum+Supremacy
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-111125833-A,Double-chain quantum genetic algorithm for structure optimization design ,北京航空航天大学,"王晓军, 倪博文, 王磊, 阳焱",2019-12-16,2019-12-16,2020-05-08,,https://patents.google.com/patent/CN111125833A/en,https://patentimages.storage.googleapis.com/68/bb/44/9343d47aaff6b1/HDA0002320019470000011.png
CN-101513534-A,Use of quantum dot in preparation of blood vessel injury testing reagent ,"上海交通大学医学院附属新华医院, 中国科学院上海技术物理研究所","陆卫, 段俊丽, 郝长宁, 陆晟侃, 顾祎, 刘蓓菁, 陶蕊, 韩丽",2008-02-22,2008-02-22,2009-08-26,,https://patents.google.com/patent/CN101513534A/en,https://patentimages.storage.googleapis.com/db/c1/a8/318b11f27cc2f2/A20081003378500101.png
CN-101910359-A,Use of substituted tris(diphenylamino)-triazine compounds in oleds ,巴斯夫欧洲公司,"E·弗茨, N·兰格尔, C·伦纳茨, P·施特罗里格尔, M·罗特曼",2007-10-24,2008-10-15,2010-12-08,,https://patents.google.com/patent/CN101910359A/en,
RU-2552116-C2,Method of demonstration of quantum oscillations of solid body surface tension ,Александр Яковлевич Гохштейн,Александр Яковлевич Гохштейн,2013-12-31,2013-12-31,2015-06-10,2015-06-10,https://patents.google.com/patent/RU2552116C2/en,https://patentimages.storage.googleapis.com/8f/53/92/cbfb6aa2841c5c/00000009.png
CN-102205223-A,Method for preparing TiO2/CdS nanocomposite ,浙江理工大学,"孟海丽, 沈洪磊, 王顺利, 崔灿, 唐为华",2011-04-21,2011-04-21,2011-10-05,,https://patents.google.com/patent/CN102205223A/en,https://patentimages.storage.googleapis.com/66/06/93/b9496fbafc3836/HSA00000478825000011.png
US-7889773-B2,Semiconductor device ,Fujitsu Limited,Suguru Akiyama,2006-05-12,2008-11-07,2011-02-15,2011-02-15,https://patents.google.com/patent/US7889773B2/en,https://patentimages.storage.googleapis.com/ae/43/26/74b9345700522a/US07889773-20110215-D00000.png
CN-107955097-A,The preparation method of Mobucin fluorescence molecule imprinted polymer ,陕西启源科技发展有限责任公司,张淑芬,2017-11-24,2017-11-24,2018-04-24,,https://patents.google.com/patent/CN107955097A/en,
CN-1872406-A,Method for preparing visible light catalyst of Nano crystal BiVO4 in high activity through ultrasound chemistry ,中国科学院上海硅酸盐研究所,"王文中, 周林",2006-06-30,2006-06-30,2006-12-06,,https://patents.google.com/patent/CN1872406A/en,https://patentimages.storage.googleapis.com/cb/25/36/9d69109098ff65/A20061002849100111.png
CN-103450891-A,Iridium complex phosphorescent material taking fluorinated fluoropyridine carboxylic acid as auxiliary ligand and preparation method thereof ,安徽工业大学,"童碧海, 张曼, 马鹏, 刘远远, 梅群英",2013-09-24,2013-09-24,2013-12-18,,https://patents.google.com/patent/CN103450891A/en,https://patentimages.storage.googleapis.com/42/3c/5c/3d9ec9a27b0950/HDA0000386453290000011.png
CN-111384214-A,Preparation method of quantum well structure and quantum well structure ,Tcl集团股份有限公司,叶炜浩,2018-12-28,2018-12-28,2020-07-07,,https://patents.google.com/patent/CN111384214A/en,https://patentimages.storage.googleapis.com/bd/08/71/775f77624fb781/HDA0001926876180000011.png
CN-102673203-A,Multi-wavelength fluorescent quantum dot anti-counterfeiting method ,南京航空航天大学,"刘玉冰, 钱志余, 崔奉良, 高凡, 张宗嘉, 韩盟盟",2012-05-21,2012-05-21,2012-09-19,,https://patents.google.com/patent/CN102673203A/en,https://patentimages.storage.googleapis.com/28/a6/d2/d742fed7aee1de/120521095103.png
CN-109860427-A,Quantum dot light emitting device and preparation method thereof ,苏州星烁纳米科技有限公司,"王红琴, 葛婕, 张健, 王允军",2018-11-21,2018-11-21,2019-06-07,,https://patents.google.com/patent/CN109860427A/en,
CN-202534677-U,Superradiance luminous tube based on quantum dot and quantum well material mixed structure ,苏辉,苏辉,2012-04-13,2012-04-13,2012-11-14,2012-11-14,https://patents.google.com/patent/CN202534677U/en,https://patentimages.storage.googleapis.com/23/f8/60/733181f5e1bc46/120413140226.png
CN-102623591-B,Super-radiation light-emitting tube based on mixed structure of quantum dot and quantum well material ,福建中科光芯光电科技有限公司,苏辉,2012-04-13,2012-04-13,2014-12-17,2014-12-17,https://patents.google.com/patent/CN102623591B/en,
KR-101252615-B1,Method for dispersion of quantum dots in encapsulant and its application to light emitting devices ,한국과학기술원,"전덕영, 김현기, 서민원, 김영선",2011-08-19,2011-08-19,2013-04-09,2013-04-09,https://patents.google.com/patent/KR101252615B1/en,https://patentimages.storage.googleapis.com/93/b0/b3/1c64aa6fb1a9c9/112011064445368-pat00001.png
KR-102284090-B1,Graphene-based compound and manufacturing method thereof and composition for graphene-based manufacturing compound and graphene quantum dot ,"한국과학기술원, 고려대학교 산학협력단","박오옥, 이석환, 임상혁",2018-09-06,2020-08-26,2021-08-02,2021-08-02,https://patents.google.com/patent/KR102284090B1/en,https://patentimages.storage.googleapis.com/da/1b/3c/1b6ff1dd3eae2d/112020089702990-pat00001.png
TW-I695875-B,Blue emitting phosphor converted led with blue pigment ,荷蘭商露明控股公司,"漢斯 黑爾莫特 貝屈特爾, 湯瑪士 迪笛瑞奇, 艾瑞克 羅林, 葛文 馬歇爾 凡",2015-03-24,2016-03-24,2020-06-11,2020-06-11,https://patents.google.com/patent/TWI695875B/en,https://patentimages.storage.googleapis.com/cf/98/88/69401f65f47570/105109290-A0202-14-0001-4.png
CN-204656495-U,A kind of industrial mass stablizes the tandem arrangement preparing quantum dot ,王建伟,王建伟,2015-02-25,2015-02-25,2015-09-23,2015-09-23,https://patents.google.com/patent/CN204656495U/en,
CN-107144600-A,The MoO of quantum dot containing Pd3Nanofiber paper H2Sensor and preparation method ,湖北大学,"胡永明, 罗显涛, 王钊, 顾豪爽",2017-05-04,2017-05-04,2017-09-08,,https://patents.google.com/patent/CN107144600A/en,
CN-104971746-A,Doped quantum dot-loading reduced graphene oxide photocatalyst and application thereof ,江苏大学,"霍鹏伟, 周明君, 马长畅, 李金择, 王会琴, 刘馨琳, 闫永胜",2015-03-25,2015-03-25,2015-10-14,,https://patents.google.com/patent/CN104971746A/en,
CN-102157594-A,Nc-Si:H/SiNx superlattice quantum well solar battery ,江苏大学,"郭立强, 丁建宁, 卢超, 程广贵, 祝俊",2011-03-18,2011-03-18,2011-08-17,,https://patents.google.com/patent/CN102157594A/en,https://patentimages.storage.googleapis.com/26/8e/4d/7fa0fb4862f48e/110317180854.png
CN-109346914-A,A kind of quantum dot-doped gallium oxide crystalline solids laser of novel graphene ,南京同溧晶体材料研究院有限公司,沈荣存,2018-09-20,2018-09-20,2019-02-15,,https://patents.google.com/patent/CN109346914A/en,
US-7486433-B2,High-luminance quantum correlation photon beam generator ,Japan Science And Technology Agency,"Vygandas Jarutis, Vygantas Mizeikis, Saulius Juodkazis, Hiroaki Misawa",2004-10-01,2005-09-30,2009-02-03,2009-02-03,https://patents.google.com/patent/US7486433B2/en,https://patentimages.storage.googleapis.com/bb/ab/26/f90bbacdcfd44f/US07486433-20090203-D00000.png
CN-109273977-A,A kind of graphene quantum dot doping gallium oxide crystalline solids laser ,南京同溧晶体材料研究院有限公司,沈荣存,2018-09-20,2018-09-20,2019-01-25,,https://patents.google.com/patent/CN109273977A/en,
CN-103414477-B,Method for structuring state transition graph and grid graph of quantum convolutional codes ,西安电子科技大学,"李卓, 邢莉娟, 侯军奎, 金香文",2013-07-12,2013-07-12,2015-04-22,2015-04-22,https://patents.google.com/patent/CN103414477B/en,
CN-108003870-A,A kind of cadmiumsulfide quantum dot fluorescence probe and its preparation method and application ,吉林化工学院,"徐娜, 孟磊, 尹建行, 刘明悦",2017-11-22,2017-11-22,2018-05-08,,https://patents.google.com/patent/CN108003870A/en,
CN-110993795-A,Solar cell based on copper oxide quantum dot interface layer and preparation method of interface layer ,南京邮电大学,"李兴鳌, 马逾辉, 王松乐, 张业伟, 李洋",2019-11-29,2019-11-29,2020-04-10,,https://patents.google.com/patent/CN110993795A/en,https://patentimages.storage.googleapis.com/c6/7e/57/3a49b21d8a61bb/191129130439.png
CN-103555333-A,Water phase preparation method for ZnTe-coated CdZnTe quantum dot ,上海大学,"李冬梅, 程经纬, 程涛, 王刚, 李国强",2013-10-10,2013-10-10,2014-02-05,,https://patents.google.com/patent/CN103555333A/en,https://patentimages.storage.googleapis.com/93/f5/18/3213f646092480/131010094239.png
CN-107384385-A,MR/FL bimodal image probes and preparation method thereof and the purposes for adulterating Ho carbon quantum dots ,中山大学,"易长青, 贾军, 方雅宁",2017-07-31,2017-08-04,2017-11-24,,https://patents.google.com/patent/CN107384385A/en,
KR-101996147-B1,Muti spectral carbon quantum dots and method for manufacturing carbon quantum dots ,한국교통대학교산학협력단,"박성영, 김영광, 강은비, 최청아",2017-11-21,2017-11-21,2019-07-04,2019-07-04,https://patents.google.com/patent/KR101996147B1/en,https://patentimages.storage.googleapis.com/8d/c0/ab/87bac548559e3e/112017115980343-pat00013.png
CN-109301688-A,A kind of gallium oxide crystalline solids laser based on titanium doped graphene quantum dot ,南京同溧晶体材料研究院有限公司,沈荣存,2018-09-20,2018-09-20,2019-02-01,,https://patents.google.com/patent/CN109301688A/en,
CN-103146379-A,Preparation method of silicon-based quantum dot nano material with photoluminescence (PL) characteristic ,江苏大学,"关庆丰, 吕鹏, 王晓彤, 张在强, 李艳, 杨盛志, 侯秀丽",2013-03-25,2013-03-25,2013-06-12,,https://patents.google.com/patent/CN103146379A/en,https://patentimages.storage.googleapis.com/7a/82/09/9c22c5e46242a5/130325092324.png
CN-112073182-B,Quantum key management method and system based on block chain ,成都信息工程大学,"张仕斌, 昌燕, 代金鞘, 郑涛, 闫丽丽",2020-07-31,2020-07-31,2021-03-16,2021-03-16,https://patents.google.com/patent/CN112073182B/en,https://patentimages.storage.googleapis.com/a1/26/8f/2d175a75f95473/HDA0002612364240000011.png
CN-109207150-A,The hydrothermal preparing process of water-soluble alloy quantum dot and its application ,天津师范大学,"李妍, 王璐, 孙玉绣, 张菲",2017-07-07,2017-07-07,2019-01-15,,https://patents.google.com/patent/CN109207150A/en,
CN-105018094-A,Microwave preparation method of water soluble Pr doped Pr:CdTe quantum dots ,广西师范学院,"肖琦, 黄珊, 谢江宁, 梁瑜, 黄初升, 盛家荣",2015-07-17,2015-07-17,2015-11-04,,https://patents.google.com/patent/CN105018094A/en,
CN-108795422-A,A kind of yellow fluorescence carbon quantum dot of N doping and its preparation method and application ,山西大学,"张慧林, 高艺芳, 焦媛, 刘洋, 杨振华, 双少敏, 董川",2018-06-08,2018-06-08,2018-11-13,,https://patents.google.com/patent/CN108795422A/en,
JP-3200432-U,Potential variation type quantum therapy device ,新エネルギー産業株式会社,"新納　清憲, 清憲 新納",2015-07-17,2015-07-17,2015-10-22,2015-10-22,https://patents.google.com/patent/JP3200432U/en,https://patentimages.storage.googleapis.com/60/d4/31/fdde8f85ccbd08/0003200432-3.png
CN-108491933-A,Phase and Fermi's lepton quantum bit based on autoexcitation spin single electron Electromagnetic Environmental Effect transistor ,湖北工业大学,"张洪涛, 张泽森",2018-01-23,2018-01-23,2018-09-04,,https://patents.google.com/patent/CN108491933A/en,
US-10270594-B2,Enhanced polymorphic quantum enabled firewall ,Bank Of America Corporation,"Joseph Benjamin Castinado, Jeffery B. Schroeder, William August Stahlhut",2017-03-06,2017-03-06,2019-04-23,2019-04-23,https://patents.google.com/patent/US10270594B2/en,https://patentimages.storage.googleapis.com/af/72/a9/2839ca471c72f0/US10270594-20190423-D00000.png
CN-101980005-B,Method for marking canine kidney cells through chitosan-quantum dot fluorescent probe ,"武汉市疾病预防控制中心, 武汉大学","何振宇, 周培疆, 朱洪浩",2010-10-20,2010-10-20,2011-11-30,2011-11-30,https://patents.google.com/patent/CN101980005B/en,https://patentimages.storage.googleapis.com/12/7a/bb/fa63e31773565f/101020152646.png
CN-110174802-A,A kind of quantum dot LED backlight and preparation method thereof ,惠州市华星光电技术有限公司,"宋连燕, 丘永元",2019-06-03,2019-06-03,2019-08-27,,https://patents.google.com/patent/CN110174802A/en,
CN-1693410-A,Hydroxy phosphorite of near infrared fluorescence quantum point mark and its preparation process and application ,同济大学,"储茂泉, 金鑫",2005-04-29,2005-04-29,2005-11-09,,https://patents.google.com/patent/CN1693410A/en,
CN-109052375-A,A kind of preparation method for the high stability nitrogen-doped graphene quantum dot that glass putty is modified ,江苏安纳泰环保科技有限公司,"赵皓玥, 谢华澄, 王焱, 陆冠宏",2018-10-08,2018-10-08,2018-12-21,,https://patents.google.com/patent/CN109052375A/en,
CN-100485511-C,Evanescent wave optical fiber amplifier for quantum spot semiconductor nano-materials and manufacture method thereof ,上海大学,"王廷云, 庞拂飞, 王克新",2006-09-21,2006-09-21,2009-05-06,2009-05-06,https://patents.google.com/patent/CN100485511C/en,
CN-101257128-A,Quantum activity colloid accumulator ,东莞市翔龙能源科技有限公司,"樊成开, 范子英, 刘祥龙",2007-09-21,2007-09-21,2008-09-03,,https://patents.google.com/patent/CN101257128A/en,
CN-113046074-A,Method for synthesizing high-brightness fluorescent carbon quantum dots and application ,中国科学技术大学,"马明明, 谢小雨",2021-03-25,2021-03-25,2021-06-29,,https://patents.google.com/patent/CN113046074A/en,https://patentimages.storage.googleapis.com/7a/15/fe/ac29b16000cea8/HDA0002992343140000011.png
CN-108295903-A,A kind of cadmiumsulfide quantum dot-phthalein mountain valley with clumps of trees and bamboo bronzing catalyst and preparation method for hydrogen manufacturing ,成都新柯力化工科技有限公司,"陈庆, 司文彬",2018-01-26,2018-01-26,2018-07-20,,https://patents.google.com/patent/CN108295903A/en,
CN-104541381-A,Nitride semiconductor light-emitting element ,夏普株式会社,驹田聪,2012-10-22,2013-09-05,2015-04-22,,https://patents.google.com/patent/CN104541381A/en,
CN-109447305-A,A kind of trend forecasting method based on the long Memory Neural Networks in short-term of quantum weighting ,四川大学,"李峰, 向往, 邓成军",2018-06-23,2018-06-23,2019-03-08,,https://patents.google.com/patent/CN109447305A/en,
CN-103840028-A,Method for characterizing responsivity of quantum dot infrared detector ,山西大同大学,"刘红梅, 刘桂枝, 陈爱军, 王萍, 石云龙",2013-11-22,2013-11-22,2014-06-04,,https://patents.google.com/patent/CN103840028A/en,https://patentimages.storage.googleapis.com/8c/8f/e7/0ce25c32a3535b/131120100549.png
CN-101566034-A,Precision equally-high mechanical-seal filtering-thick air layer multi-glass energy-saving window ,罗进南,罗进南,2008-07-18,2008-10-20,2009-10-28,,https://patents.google.com/patent/CN101566034A/en,https://patentimages.storage.googleapis.com/af/80/92/d04430536ef88c/A20081017343200161.png
CN-201016927-Y,Quantum laser flue gas continuous analysis sensor ,戴庆超,"戴戈, 戴庆超",2006-05-26,2006-05-26,2008-02-06,2008-02-06,https://patents.google.com/patent/CN201016927Y/en,https://patentimages.storage.googleapis.com/49/40/56/a42c4ce27966b8/Y20062011780300071.png
CN-106990527-A,Wide angle EUV multilager design methods based on modified quantum evolutionary algorithm ,长春理工大学,"张超, 王名, 王一名, 匡尚奇",2017-04-06,2017-04-06,2017-07-28,,https://patents.google.com/patent/CN106990527A/en,
CN-108960435-A,The detection system and method for Quantum Entangled States ,清华大学,"马雄峰, 赵琦",2018-07-05,2018-07-05,2018-12-07,,https://patents.google.com/patent/CN108960435A/en,
CN-219202582-U,Light quantum chip and teaching machine system ,合肥硅臻芯片技术有限公司,"安雪碧, 刘午, 周志伟",2023-02-08,2023-02-08,2023-06-16,2023-06-16,https://patents.google.com/patent/CN219202582U/en,https://patentimages.storage.googleapis.com/fb/78/1b/8594e0744f6963/HDA0004084780350000011.png
CN-101540357-A,Growth method for controlling nucleation of self-organization In-Ga-As quantum dots ,中国科学院半导体研究所,"梁凌燕, 叶小玲, 金鹏, 陈涌海, 徐波, 王占国",2008-03-19,2008-03-19,2009-09-23,,https://patents.google.com/patent/CN101540357A/en,https://patentimages.storage.googleapis.com/c3/5a/3c/b40921afc8e86e/A20081010219800181.png
CN-100409454-C,Silicon-based one-electron transistor with quantum limit by oxygen injection and its manufacture method ,中国科学院半导体研究所,"韩伟华, 张扬, 刘剑, 杨富华",2005-10-20,2005-10-20,2008-08-06,2008-08-06,https://patents.google.com/patent/CN100409454C/en,https://patentimages.storage.googleapis.com/d0/af/ce/d9d8bd4de1010e/C20051008664000181.png
CN-101936983-A,Method for detecting sulfonamide compound and special quantum dot fluorescent immune kit thereof ,中国农业大学,"程林丽, 沈建忠, 张素霞, 王战辉, 史为民, 吴聪明, 曹兴元, 汤树生",2010-08-03,2010-08-03,2011-01-05,,https://patents.google.com/patent/CN101936983A/en,https://patentimages.storage.googleapis.com/01/76/78/8c7b8124f95654/HSA00000216051100011.png
CN-110246990-A,A method of improving inkjet printing quantum dot layer to blue light absorption ,广东普加福光电科技有限公司,"张志坤, 李阳",2019-06-27,2019-06-27,2019-09-17,,https://patents.google.com/patent/CN110246990A/en,
CN-116184465-B,Satellite-based quantum positioning navigation system and method based on single satellite and ground station ,中国科学技术大学,"丛爽, 汪泳钦, 尚伟伟",2023-04-28,2023-04-28,2023-07-18,2023-07-18,https://patents.google.com/patent/CN116184465B/en,
CN-106206975-A,A kind of high-development adjustable color temperature QLED white light implementation method based on InP/ZnS quantum dot ,复旦大学,"杨武, 梅时良, 朱嘉弢, 张万路, 陈秋行, 贺良杰, 郭睿倩",2016-09-21,2016-09-21,2016-12-07,,https://patents.google.com/patent/CN106206975A/en,
CN-113128690-B,Addressing system for neutral atomic quantum computation ,中国科学院精密测量科学与技术创新研究院,"李潇, 许�鹏, 何晓东, 王谨, 詹明生",2021-04-01,2021-04-01,2023-05-23,2023-05-23,https://patents.google.com/patent/CN113128690B/en,https://patentimages.storage.googleapis.com/b1/a3/6b/d5a8bfe1e9c1e1/HDA0003004358160000011.png
CN-106097275-A,Quantum morphological filter building method ,中国人民解放军军械工程学院,"魏光辉, 万浩江, 潘晓东, 陈强",2016-06-21,2016-06-21,2016-11-09,,https://patents.google.com/patent/CN106097275A/en,
CN-109004916-A,Quantum state filter and correlation technique ,中国科学技术大学,"丛爽, 张娇娇, 胡志林, 李克之",2018-07-10,2018-07-10,2018-12-14,,https://patents.google.com/patent/CN109004916A/en,
CN-105832292-B,Middle and terminal cancer image-forming detecting system based on quantum cosmic string engine and method ,西安邮电大学,"聂敏, 石力, 宗时春, 杨光, 王林飞, 任杰, 许敏",2016-03-15,2016-03-15,2018-09-11,2018-09-11,https://patents.google.com/patent/CN105832292B/en,
CN-103344621-B,A kind of fluorescence quantum efficiency measurement mechanism and measuring method thereof ,重庆大学,"陈宏�, 杜晓晴, 雷小华, 陈伟民, 刘显明",2013-07-03,2013-07-03,2015-12-02,2015-12-02,https://patents.google.com/patent/CN103344621B/en,
CN-108491641-A,A kind of probability integration process parameter inversion method based on Quantum Annealing ,安徽理工大学,"魏涛, 王磊, 蒋创, 方苏阳, 李楠, 池深深",2018-03-27,2018-03-27,2018-09-04,,https://patents.google.com/patent/CN108491641A/en,
CN-209447794-U,High colour gamut quantum dot lamp bar and backlight module ,南通创亿达新材料股份有限公司,"黄海涛, 刘晓东, 朱新远",2019-02-18,2019-02-18,2019-09-27,2019-09-27,https://patents.google.com/patent/CN209447794U/en,
CN-109705861-A,The preparation method and imaging method of quantum dot for clinical bone in-vivo imaging ,苏州大学,"车艳军, 陈俊, 郭江博, 罗宗平",2019-01-11,2019-01-11,2019-05-03,,https://patents.google.com/patent/CN109705861A/en,
CN-211088742-U,Quantum well layer structure and semiconductor laser ,苏州矩阵光电有限公司,"颜建, 黄勇, 胡双元",2019-09-26,2019-09-26,2020-07-24,2020-07-24,https://patents.google.com/patent/CN211088742U/en,https://patentimages.storage.googleapis.com/a2/d5/76/a32ff9a5d51242/HDA0002216475140000011.png
CN-1953217-A,Gallium arsenide-based 1.5 micron quantum well structure and its epitaxial growth method ,中国科学院半导体研究所,"牛智川, 倪海桥, 韩勤, 张石勇, 吴东海, 赵欢, 杨晓红, 彭红玲, 周志强, 熊永华, 吴荣汉",2005-10-20,2005-10-20,2007-04-25,,https://patents.google.com/patent/CN1953217A/en,
CN-108170646-A,The reconstruction of quantum states method with sparse disturbance of Fast Convergent ,中国科学技术大学,"丛爽, 胡志林, 张娇娇, 李克之",2018-02-02,2018-02-02,2018-06-15,,https://patents.google.com/patent/CN108170646A/en,
CN-102623307-A,Universal self-aligned preparation method for full-limited quantum dots between varieties of materials ,中国科学院半导体研究所,"付英春, 王晓峰, 张加勇, 白云霞, 梁秀琴, 马慧莉, 季安, 杨富华",2012-03-29,2012-03-29,2012-08-01,,https://patents.google.com/patent/CN102623307A/en,https://patentimages.storage.googleapis.com/b7/7d/e6/294ec155d6aaff/HDA0000148170390000011.png
CN-115617071-A,Multi-unmanned-aerial-vehicle task planning method of quantum ounce mechanism ,哈尔滨工程大学,"高洪元, 赵海军, 孙志国, 孙贺麟, 王钦弘, 李慧爽, 刘凯龙, 白浩川, 狄妍岐, 郭颖",2022-10-07,2022-10-07,2023-01-17,,https://patents.google.com/patent/CN115617071A/en,https://patentimages.storage.googleapis.com/37/85/50/00134996a0bf6e/HDA0003877088930000011.png
CN-113807524-B,Rolling bearing fault diagnosis method for optimizing SVM by quantum differential evolution algorithm ,上海工程技术大学,"李媛媛, 孙祺淳, 方志军, 徐华, 曹乐, 李小刚",2021-08-12,2021-08-12,2023-07-25,2023-07-25,https://patents.google.com/patent/CN113807524B/en,
CN-110473591-A,Idiotype network functional module based on quantum calculation is excavated and analysis method ,西南林业大学,"曹涌, 赵友杰, 熊飞, 孙永科, 刘国志",2019-08-20,2019-08-20,2019-11-19,,https://patents.google.com/patent/CN110473591A/en,
CN-105227303-A,GHZ-W state based on expansion communicates and identity authentication protocol with the determination secure quantum of quantum one-time pad ,北京邮电大学,"王涛, 李娜, 李剑",2015-11-09,2015-11-09,2016-01-06,,https://patents.google.com/patent/CN105227303A/en,
CN-113687135-B,Ultralow-frequency voltage alternating current-direct current conversion verification system and method based on quantum technology ,"中国计量科学研究院, 国网江苏省电力有限公司营销服务中心, 国网江苏省电力有限公司","石照民, 潘仙林, 宋�莹, 周天地, 徐晴, 段梅梅, 田正其, 赵双双",2021-09-14,2021-09-14,2023-03-07,2023-03-07,https://patents.google.com/patent/CN113687135B/en,https://patentimages.storage.googleapis.com/a0/65/97/15a36e5287aea2/DEST_PATH_IMAGE001.png
CN-113858744-A,High-barrier polyester film for quantum dot film and preparation method thereof ,江苏邦宇薄膜技术有限公司,"李绪猛, 刘晓军, 梁仙发",2021-10-09,2021-10-09,2021-12-31,,https://patents.google.com/patent/CN113858744A/en,https://patentimages.storage.googleapis.com/2a/06/d1/86e07e3fe3f9b0/HDA0003296007650000011.png
CN-108677682-A,Novel Deck Arch Bridges ,广西大学,"谢肖礼, 覃霞, 邓俨峰, 庞木林, 欧阳平",2018-08-09,2018-08-09,2018-10-19,,https://patents.google.com/patent/CN108677682A/en,
CN-109087267-A,A kind of compressed sensing based object detection method ,苏州蛟视智能科技有限公司,"黄帆, 初宁, 韩捷飞, 宁岳, 孙立颖, 蔡栋",2018-08-15,2018-08-15,2018-12-25,,https://patents.google.com/patent/CN109087267A/en,
CN-113723584-A,Multi-domain network community detection method through discrete time quantum migration ,重庆理工大学,"刘小洋, 张梦瑶, 丁楠",2021-08-28,2021-08-28,2021-11-30,,https://patents.google.com/patent/CN113723584A/en,https://patentimages.storage.googleapis.com/fa/57/f3/8c574823c63328/HDA0003235073000000011.png
CN-1929154-A,Molecular beam epitaxy accretion method for indium arsenic/gallium arsenic quantum dots ,中国科学院半导体研究所,"吴巨, 王宝强, 朱战平, 曾一平",2005-09-08,2005-09-08,2007-03-14,,https://patents.google.com/patent/CN1929154A/en,https://patentimages.storage.googleapis.com/d2/e8/09/5ee113a62085d1/A20051008637200092.png
CN-107391925-A,Optical thin film characterizing method based on cloud model quantum evolutionary algorithm ,长春理工大学,"匡尚奇, 张超",2017-07-19,2017-07-19,2017-11-24,,https://patents.google.com/patent/CN107391925A/en,
US-2023059514-A1,Virus detection ,Sense Biodetection Limited,"Henry John Lamble, David Lloyd",2020-01-25,2021-01-25,2023-02-23,,https://patents.google.com/patent/US20230059514A1/en,https://patentimages.storage.googleapis.com/d8/c5/0b/7ddc7b0b13da78/US20230059514A1-20230223-D00000.png
CN-103530505-A,Human brain language cognition modeling method ,大连海事大学,"刘洪波, 冯士刚, 鲁明羽",2013-09-29,2013-09-29,2014-01-22,,https://patents.google.com/patent/CN103530505A/en,https://patentimages.storage.googleapis.com/f4/93/5c/219fe0d2be0685/HDA0000390138220000011.png
US-10651305-B2,"Compound semiconductor device with quantum well structure, power supply device, and high-frequency amplifier ",Fujitsu Limited,"Junji Kotani, Norikazu Nakamura, Hisao Shigematsu",2017-08-04,2018-07-26,2020-05-12,2020-05-12,https://patents.google.com/patent/US10651305B2/en,https://patentimages.storage.googleapis.com/74/4e/fe/80479da8d070bc/US10651305-20200512-D00000.png
CN-105470947-A,Micro-power-grid scheduling method based on quantum-behaved particle swarm optimization ,杭州电子科技大学,"罗平, 杨亚, 吕强, 陈巧勇",2015-11-23,2015-11-23,2016-04-06,,https://patents.google.com/patent/CN105470947A/en,
JP-2023501096-A,Cluster Tools for Production Suitable Manufacturing of Dolan Bridge Quantum Josephson Junction Devices ,インターナショナル・ビジネス・マシーンズ・コーポレーション,"ベデル、ステファン, ホルメス、スティーブン, リー、ニン, サダナ、デヴェンドラ",2019-11-06,2020-11-05,2023-01-18,,https://patents.google.com/patent/JP2023501096A/en,https://patentimages.storage.googleapis.com/68/d6/40/eed7af4c905165/2023501096000002.png
CN-108173651-A,Quantum key distribution method after one kind is own ,众算（上海）数据科技有限公司,陈柱,2018-02-11,2018-02-11,2018-06-15,,https://patents.google.com/patent/CN108173651A/en,
DE-102016001108-A1,The Jordan and Jordan experiment to explain the double-slit experiment in quantum theory ,Jordan Petrow,wird später genannt werden Erfinder,2016-01-27,2016-01-27,2017-07-27,,https://patents.google.com/patent/DE102016001108A1/en,
US-2023056810-A1,Immuno-optomagnetic point-of-care assay and method for detection of analyte using multi-functional optomagnetic quantum dot nanocrystals (mqds) ,Sabanci Universitesi Nanoteknoloji Arastirma Ve Uygulama Merkezi,"Javed Hussain Niazi Kolkar Mohammed, Anjum Qureshi",2020-02-17,2020-02-17,2023-02-23,,https://patents.google.com/patent/US20230056810A1/en,https://patentimages.storage.googleapis.com/a1/37/3d/713bdac2e52334/US20230056810A1-20230223-D00000.png
CN-107425920-A,A kind of modulation drive system of four level quantum phases at a high speed ,安徽问天量子科技股份有限公司,"周胜, 郝鹏磊, 何德勇, 秦武, 刘树峰, 韩正甫",2017-03-24,2017-06-20,2017-12-01,,https://patents.google.com/patent/CN107425920A/en,
US-2014199798-A1,Quantum cascade laser manufacturing method ,Hamamatsu Photonics K.K.,"Atsushi Sugiyama, Naota Akikusa, Tadataka Edamura",2011-10-28,2012-07-04,2014-07-17,,https://patents.google.com/patent/US20140199798A1/en,https://patentimages.storage.googleapis.com/8d/74/cc/c843f201d05b69/US20140199798A1-20140717-D00000.png
CN-109311913-A,Synthesis and manufacture have the method based on precursor of high-quantum efficiency and the mixed luminescence phosphor of the light and heat stability significantly increased ,新泽西鲁特格斯州立大学,"李静, 方洋, 刘威",2016-05-25,2017-05-15,2019-02-05,,https://patents.google.com/patent/CN109311913A/en,
CN-109615078-A,A kind of quantum Monte carlo algorithm calculating strong geometry limitation spin model ,复旦大学,"严正, 娄捷, 陈焱",2018-10-29,2018-10-29,2019-04-12,,https://patents.google.com/patent/CN109615078A/en,
