search URL:,https://patents.google.com/?q=%28Quantum+Speedup%29&oq=Quantum+Speedup
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-6632605-B1,Hybridization assays on oligonucleotide arrays ,"Affymetrix, Inc.","Maureen T. Cronin, Garry Miyada, Mark Trulson, Thomas R. Gingeras, Glenn McGall, Claire Robinson, Michelle Smedsrud-Oval",1993-10-26,1999-09-10,2003-10-14,2003-10-14,https://patents.google.com/patent/US6632605B1/en,https://patentimages.storage.googleapis.com/3d/ac/bc/d077a5739bf93e/US6632605-drawings-page-3.png
US-4537861-A,Apparatus and method for homogeneous immunoassay ,"Elings Virgil B, Nicoli David F","Virgil B. Elings, David F. Nicoli",1983-02-03,1983-02-03,1985-08-27,1985-08-27,https://patents.google.com/patent/US4537861A/en,https://patentimages.storage.googleapis.com/01/14/dd/89621cf35ec09e/US4537861-drawings-page-2.png
US-6519107-B1,Hard disk drive having self-written servo burst patterns ,Maxtor Corporation,"Richard M. Ehrlich, Jong Lin, David B. Jeppson, Kenji Oki",1999-09-24,1999-09-24,2003-02-11,2003-02-11,https://patents.google.com/patent/US6519107B1/en,https://patentimages.storage.googleapis.com/3e/9e/bf/4faacf7ff64ede/US6519107-drawings-page-2.png
US-5971850-A,Game apparatus having incentive producing means ,Richard Spademan,Howard L. Liverance,1981-11-12,1994-11-18,1999-10-26,1999-10-26,https://patents.google.com/patent/US5971850A/en,https://patentimages.storage.googleapis.com/58/60/be/d16ca4157032a2/US5971850-drawings-page-2.png
US-7054927-B2,File system metadata describing server directory information ,"Adaptec, Inc.","Thomas R. Ulrich, James R. Schweitzer, Gregory D. Bolstad, Jay G. Randall, John R. Staub, George W. Priester",2001-01-29,2002-01-29,2006-05-30,2006-05-30,https://patents.google.com/patent/US7054927B2/en,https://patentimages.storage.googleapis.com/97/5d/bc/f7b63b28fccbc9/US07054927-20060530-D00000.png
US-7426501-B2,Nanotechnology neural network methods and systems ,"Knowntech, Llc",Alex Nugent,2003-07-18,2003-12-15,2008-09-16,2008-09-16,https://patents.google.com/patent/US7426501B2/en,https://patentimages.storage.googleapis.com/11/39/8d/9e78c866ed1a84/US07426501-20080916-D00000.png
US-7156814-B1,Apparatus and method for harvesting and handling tissue samples for biopsy analysis ,"Biopath Automation, L.L.C.","Warren P. Williamson, IV, Stephen Whitlach, Dominic DiNovo, Douglas Allen, Thomas Ward",1996-05-14,1998-10-05,2007-01-02,2007-01-02,https://patents.google.com/patent/US7156814B1/en,https://patentimages.storage.googleapis.com/97/8e/ad/cb5937d0bffa4b/US7156814-drawings-page-3.png
US-6208542-B1,Techniques for storing digital data in an analog or multilevel memory ,Sandisk Corporation,"Cheng-Yuan Michael Wang, Andreas M. Haeberli, Carl W. Werner, Sau C. Wong, Hock C. So, Leon Sea Jiunn Wong",1998-06-30,1999-06-02,2001-03-27,2001-03-27,https://patents.google.com/patent/US6208542B1/en,https://patentimages.storage.googleapis.com/10/8b/c5/1167288d6c3542/US6208542-drawings-page-2.png
US-5761908-A,Apparatus suited for ventilating rooms contaminated with infectious disease organisms ,Air Quality Engineering,"Heidi D. Oas, Dennis E. Welch",1994-06-10,1994-06-10,1998-06-09,1998-06-09,https://patents.google.com/patent/US5761908A/en,https://patentimages.storage.googleapis.com/b9/1d/08/1ac6105c35702e/US5761908-drawings-page-3.png
US-5612895-A,Method of rational drug design based on ab initio computer simulation of conformational features of peptides ,"Balaji; Vitukudi N., Singh; Chandra U.","Vitukudi N. Balaji, Chandra U. Singh",1990-12-14,1995-04-21,1997-03-18,1997-03-18,https://patents.google.com/patent/US5612895A/en,https://patentimages.storage.googleapis.com/53/85/d4/7e03f7f5103796/US5612895-drawings-page-3.png
US-6853854-B1,Noninvasive measurement system ,"Q Step Technologies, Llc","Walter K. Proniewicz, Dale E. Winther",1998-09-18,2000-01-21,2005-02-08,2005-02-08,https://patents.google.com/patent/US6853854B1/en,https://patentimages.storage.googleapis.com/ca/ca/ee/beb37177b975a3/US06853854-20050208-D00000.png
US-4229790-A,Concurrent task and instruction processor and method ,"Denelcor, Inc.","Maxwell C. Gilliland, Burton J. Smith, Gary L. Ferguson",1978-10-16,1978-10-16,1980-10-21,1980-10-21,https://patents.google.com/patent/US4229790A/en,https://patentimages.storage.googleapis.com/96/f2/81/a73870a19dbdab/US4229790-drawings-page-2.png
US-7069451-B1,Systems and methods for secure transaction management and electronic rights protection ,Intertrust Technologies Corp.,"Karl L. Ginter, Victor H. Shear, Francis J. Spahn, David M. Van Wie",1995-02-13,1999-06-29,2006-06-27,2006-06-27,https://patents.google.com/patent/US7069451B1/en,https://patentimages.storage.googleapis.com/a6/45/63/af92c492b50f64/US7069451-drawings-page-22.png
US-6684188-B1,Method for production of medical records and other technical documents ,"Geoffrey C Mitchell, Douglas D Rudy","Geoffrey C Mitchell, Douglas D Rudy",1996-02-02,1996-02-02,2004-01-27,2004-01-27,https://patents.google.com/patent/US6684188B1/en,https://patentimages.storage.googleapis.com/67/f7/d8/c7b5ac63d7aee4/US6684188-drawings-page-3.png
US-6990667-B2,Server-independent object positioning for load balancing drives and servers ,"Adaptec, Inc.","Thomas R. Ulrich, James R. Schweitzer, Gregory D. Bolstad, Jay G. Randall, John R. Staub",2001-01-29,2002-01-29,2006-01-24,2006-01-24,https://patents.google.com/patent/US6990667B2/en,https://patentimages.storage.googleapis.com/97/d3/3a/1c368f9e431d28/US06990667-20060124-D00000.png
US-6042012-A,Method and apparatus for reading images without need for self-generated illumination source ,"Spectra-Physics Scanning Systems, Inc.","Bryan L. Olmstead, Michael J. Ahten, Bruce E. Paris, Jorge L. Acosta, James W. Ring, Paul R. Huss, Jon P.C. Williams, Alexander M. McQueen, Randy L. Person",1994-12-23,1998-09-28,2000-03-28,2000-03-28,https://patents.google.com/patent/US6042012A/en,https://patentimages.storage.googleapis.com/8e/46/45/2878e33700b8a4/US6042012-drawings-page-73.png
US-6990547-B2,Replacing file system processors by hot swapping ,"Adaptec, Inc.","Thomas R. Ulrich, James R. Schweitzer, Gregory D. Bolstad, Jay G. Randall, John R. Staub, George W. Priester",2001-01-29,2002-01-29,2006-01-24,2006-01-24,https://patents.google.com/patent/US6990547B2/en,https://patentimages.storage.googleapis.com/24/1a/f4/d7065c7247bd1c/US06990547-20060124-D00000.png
US-7392230-B2,Physical neural network liquid state machine utilizing nanotechnology ,"Knowmtech, Llc",Alex Nugent,2002-03-12,2003-12-30,2008-06-24,2008-06-24,https://patents.google.com/patent/US7392230B2/en,https://patentimages.storage.googleapis.com/b4/b7/1a/4729043550a6f3/US07392230-20080624-D00000.png
US-6862692-B2,Dynamic redistribution of parity groups ,"Adaptec, Inc.","Thomas R. Ulrich, James R. Schweitzer, Gregory D. Bolstad, Jay G. Randall, John R. Staub, George W. Priester",2001-01-29,2002-01-29,2005-03-01,2005-03-01,https://patents.google.com/patent/US6862692B2/en,https://patentimages.storage.googleapis.com/19/0d/06/d5c405b241077d/US06862692-20050301-D00000.png
US-5850450-A,Method and apparatus for encryption key creation ,Dallas Semiconductor Corporation,"Peter Schweitzer, Stephen M. Curry, Wendell L. Little, Bryan M. Armstrong, Christopher W. Fox, Donald W. Loomis",1995-07-20,1996-07-19,1998-12-15,1998-12-15,https://patents.google.com/patent/US5850450A/en,https://patentimages.storage.googleapis.com/f0/f3/8a/5e067cc61657f7/US5850450-drawings-page-2.png
US-6161112-A,Web page presentation control mechanism and method ,International Business Machines Corporation,"Brian John Cragun, Paul R. Day",1998-05-19,1998-05-19,2000-12-12,2000-12-12,https://patents.google.com/patent/US6161112A/en,https://patentimages.storage.googleapis.com/e7/54/d0/8fa660286fc8e7/US6161112-drawings-page-2.png
US-6149544-A,"Drive system for a motor vehicle with a drive unit and electric machine, and method of operating the system ","Isad Electronic Systems Gmbh & Co. Kg, Grundl Und Hoffmann Gmbh","Ullrich Masberg, Thomas Pels, Klaus-Peter Zeyen, Andreas Grundl, Bernhard Hoffmann",1995-08-31,1996-08-31,2000-11-21,2000-11-21,https://patents.google.com/patent/US6149544A/en,https://patentimages.storage.googleapis.com/pages/US6149544-3.png
EP-1459259-B1,Generating replacement data values for an image region ,Adobe Systems Incorporated,"Todor G. Georgiev, Jen-Chan Chien, Mark Hamburg",2001-11-16,2002-11-13,2014-03-12,2014-03-12,https://patents.google.com/patent/EP1459259B1/en,https://patentimages.storage.googleapis.com/d9/f9/ce/78ef938fa9f722/imgf0001.png
US-4224664-A,Apparatus for detecting when the activity of one process in relation to a common piece of information interferes with any other process in a multiprogramming/multiprocessing computer system ,Honeywell Information Systems Inc.,Mario G. Trinchieri,1976-05-07,1976-05-07,1980-09-23,1980-09-23,https://patents.google.com/patent/US4224664A/en,https://patentimages.storage.googleapis.com/a9/72/0f/90952ee58077b2/US4224664-drawings-page-2.png
US-5873112-A,System and method for encoding data to reduce power and time required to write the encoded data to a flash memory ,"Micron Technology, Inc.",Robert D. Norman,1996-02-23,1996-10-15,1999-02-16,1999-02-16,https://patents.google.com/patent/US5873112A/en,https://patentimages.storage.googleapis.com/31/56/75/5f82d4bc31304f/US5873112-drawings-page-2.png
US-5808986-A,Multiple beam optical memory system with solid-state lasers ,Vixel Corporation,"Jack L. Jewell, Boris J. Muchnik",1993-02-17,1996-01-08,1998-09-15,1998-09-15,https://patents.google.com/patent/US5808986A/en,https://patentimages.storage.googleapis.com/8e/d0/0b/36b462af219b1c/US5808986-drawings-page-2.png
US-6336813-B1,Computer-assisted education using video conferencing ,Ncr Corporation,David M. Siefert,1994-03-24,1998-01-05,2002-01-08,2002-01-08,https://patents.google.com/patent/US6336813B1/en,https://patentimages.storage.googleapis.com/14/3e/e0/d64d47eff4d475/US6336813-drawings-page-3.png
US-5568978-A,Optical apparatus and method for measuring temperature of a substrate material with a temperature dependent band gap ,"Johnson; Shane R., Lavoie; Christian, Nissen; Mark K., Tiedje; J. Thomas","Shane R. Johnson, Christian Lavoie, Mark K. Nissen, J. Thomas Tiedje",1993-09-16,1994-11-21,1996-10-29,1996-10-29,https://patents.google.com/patent/US5568978A/en,https://patentimages.storage.googleapis.com/3f/59/fb/3ccb6315f392a0/US5568978-drawings-page-2.png
JP-4583091-B2,Network load balancing using connection operations ,マイクロソフト  コーポレーション,"グバデゲシン アボラデ, ビー．ハウス ショーン, ハイドリー アーマー, エム．ジョイ ジョーゼフ, エヌ．カニヤー サンジャイ, ブイ．ウェランド ロバート",2003-06-30,2004-06-29,2010-11-17,2010-11-17,https://patents.google.com/patent/JP4583091B2/en,https://patentimages.storage.googleapis.com/55/0d/c0/0c000b1ad096d0/0004583091-2.png
US-5565706-A,LSI package board ,"Hitachi, Ltd.","Osamu Miura, Akio Takahashi, Takao Miwa, Masahiro Suzuki, Ryuji Watanabe, Junichi Katagiri, Yoichi Daiko, Tsutomu Imai, Haruo Akahoshi",1994-03-18,1995-03-20,1996-10-15,1996-10-15,https://patents.google.com/patent/US5565706A/en,https://patentimages.storage.googleapis.com/b2/81/a5/aca6508bb00e90/US5565706-drawings-page-2.png
US-6170441-B1,Engine system employing an unsymmetrical cycle ,Quantum Energy Technologies,"Charles W. Haldeman, Brian S. Ahern",1998-06-26,1998-06-26,2001-01-09,2001-01-09,https://patents.google.com/patent/US6170441B1/en,https://patentimages.storage.googleapis.com/5b/a2/4e/6cc29f8aad048c/US6170441-drawings-page-2.png
US-5147205-A,"Tachistoscope and method of use thereof for teaching, particularly of reading and spelling ","Gross Theodore D, Keith Rayner","Theodore D. Gross, Keith Rayner",1988-01-29,1990-02-02,1992-09-15,1992-09-15,https://patents.google.com/patent/US5147205A/en,https://patentimages.storage.googleapis.com/7e/17/9b/a2f9d8df65063a/US5147205-drawings-page-2.png
US-5892569-A,Scanning laser ophthalmoscope optimized for retinal microphotocoagulation ,Jozef F. Van de Velde,Frans J. Van de Velde,1996-11-22,1998-07-18,1999-04-06,1999-04-06,https://patents.google.com/patent/US5892569A/en,https://patentimages.storage.googleapis.com/10/eb/c9/b35b7357751487/US5892569-drawings-page-2.png
KR-100221295-B1,Method and system for computer-controlled manufacture of three dimensioal object from computer data ,"윌리엄 비. 켐플러, 텍사스 인스트루먼츠 인코포레이티드",엠.펜 스티븐,1991-01-31,1992-01-31,1999-09-15,1999-09-15,https://patents.google.com/patent/KR100221295B1/en,
KR-100291255-B1,"Image Feature Extractor, Image Feature Analyzer and Image Matching System ","가네꼬 히사시, 닛본 덴기 가부시키가이샤",도시오 가메이,1996-12-16,1997-12-16,2001-06-01,2001-06-01,https://patents.google.com/patent/KR100291255B1/en,https://patentimages.storage.googleapis.com/54/c1/bc/7e034029e7a08a/kpo00059.png
KR-100320298-B1,Image processing method and system ,"마크 에이. 버거, 엠지아이 소프트웨어 코퍼레이션",브루노 델리안,1993-03-25,1994-03-25,2002-04-22,2002-04-22,https://patents.google.com/patent/KR100320298B1/en,
KR-100618751-B1,"Laminate having a coextruded, multilayer film which delaminates and package made therefrom ",크라이오백 인코포레이티드,"코처패트릭엔, 머다킴벌리앤, 뮤엘러월터비, 스톡클리에이치워커삼세",1996-12-11,1997-12-05,2006-09-04,2006-09-04,https://patents.google.com/patent/KR100618751B1/en,https://patentimages.storage.googleapis.com/5c/08/df/b9fff585fafa7a/111999005889572-pct00002.png
US-5818582-A,Apparatus and method for phase fluorometry ,"Ciencia, Inc.","Salvador M. Fernandez, Ernest St. Louis, Ralph Levy, Ernest F. Gulgon, Sean Cobane",1996-09-19,1997-03-17,1998-10-06,1998-10-06,https://patents.google.com/patent/US5818582A/en,https://patentimages.storage.googleapis.com/07/e0/68/0bde7b0040f71c/US5818582-drawings-page-3.png
JP-4773348-B2,Sensitive and rapid biodetection method ,アクセラー８  テクノロジー  コーポレイション,"エー． ゴールドバーグ，デイビッド, シー． ホーソン，デイビッド, ダブリュ． メッツガー，スティーブン, エー． バトリー，ダニエル, スコット サーベドラ，スティーブン",2003-07-12,2004-07-08,2011-09-14,2011-09-14,https://patents.google.com/patent/JP4773348B2/en,https://patentimages.storage.googleapis.com/f9/e0/22/401d1c2459e3f2/0004773348-2.png
CN-1249413-C,Digital imaging system for analyzing gel and spot ,安盛生物科学尼亚加拉公司,"彼得·拉姆, 孙刚, 罗尔夫·米勒, 蒂莫西·奥姆斯比, 肯尼思·R·卡斯尔",1996-08-16,2002-08-08,2006-04-05,2006-04-05,https://patents.google.com/patent/CN1249413C/en,https://patentimages.storage.googleapis.com/e3/57/ef/9e13c258b3d5a6/C0212774800471.png
EP-0244081-B1,Method for forming crystal and crystal article obtained by said method ,Canon Kabushiki Kaisha,"Takao Yonehara, Yasuhiro Naruse",1986-03-28,1987-03-25,1994-01-12,1994-01-12,https://patents.google.com/patent/EP0244081B1/en,https://patentimages.storage.googleapis.com/1d/29/b1/042af7e9f84633/imgf0001.png
US-6633877-B1,Method and apparatus for delivery of selected electronic works and for controlling reproduction of the same ,"Digeo, Inc.","Michael M. Saigh, Edward H. Chang, Douglas B. Brockhouse, Hsiao-Shih Chang",1991-11-04,2000-09-26,2003-10-14,2003-10-14,https://patents.google.com/patent/US6633877B1/en,https://patentimages.storage.googleapis.com/fd/a0/1c/b06c17ff94edab/US06633877-20031014-D00000.png
US-5342431-A,Metal oxide membranes for gas separation ,Wisconsin Alumni Research Foundation,"Marc A. Anderson, Elizabeth T. Webster, Qunyin Xu",1989-10-23,1992-12-07,1994-08-30,1994-08-30,https://patents.google.com/patent/US5342431A/en,https://patentimages.storage.googleapis.com/23/28/08/d19e1ffe8f22a1/US5342431-drawings-page-3.png
US-7894646-B2,Medical image diagnosis support device and method for calculating degree of deformation from normal shapes of organ regions ,Hitachi Medical Corporation,"Takashi Shirahata, Yoshihiro Goto, Toru Nakagawa",2003-08-01,2004-07-29,2011-02-22,2011-02-22,https://patents.google.com/patent/US7894646B2/en,https://patentimages.storage.googleapis.com/ab/81/6a/3cc893e1653307/US07894646-20110222-D00000.png
US-5006248-A,Metal oxide porous ceramic membranes with small pore sizes ,Wisconsin Alumni Research Foundation,"Marc A. Anderson, Qunyin Xu",1989-10-23,1990-08-06,1991-04-09,1991-04-09,https://patents.google.com/patent/US5006248A/en,
KR-100411841-B1,Door opening apparatus of a refrigerator ,가부시끼가이샤 도시바,"우에노슈운지, 오까모또다께히사, 다까기야스시, 마에다마사히꼬, 나가오고이찌",1999-08-17,2000-08-16,2003-12-24,2003-12-24,https://patents.google.com/patent/KR100411841B1/en,
US-5005089-A,"High performance, high capacity micro-winchester disk drive ",Quantum Corp.,"William N. Thanos, Bruce R. Peterson, William G. Moon, Joshua Lindsay, Thomas R. Stone",1988-05-10,1988-05-10,1991-04-02,1991-04-02,https://patents.google.com/patent/US5005089A/en,https://patentimages.storage.googleapis.com/1b/8f/4c/f1172f94e5c9cb/US5005089-drawings-page-2.png
US-7333611-B1,"Ultra-secure, ultra-efficient cryptographic system ",Northwestern University,"Horace P. Yuen, Prem Kumar, Geraldo A. Barbosa",2002-09-27,2003-09-29,2008-02-19,2008-02-19,https://patents.google.com/patent/US7333611B1/en,https://patentimages.storage.googleapis.com/3e/4f/15/67f795f4c1fc47/US07333611-20080219-D00000.png
US-6839452-B1,Dynamically re-configurable CMOS imagers for an active vision system ,California Institute Of Technology,"Guang Yang, Bedabrata Pain",1999-11-23,2000-11-22,2005-01-04,2005-01-04,https://patents.google.com/patent/US6839452B1/en,https://patentimages.storage.googleapis.com/a0/8b/b8/14e68eeeab8ed1/US06839452-20050104-D00000.png
KR-930011624-B1,Process for the production of materials and materials producted by the process ,"코슬로우 테크놀로지스 코오퍼레이션, 이. 코슬로우 에반",이. 코슬로우 에반,1989-02-23,1990-02-23,1993-12-16,1993-12-16,https://patents.google.com/patent/KR930011624B1/en,https://patentimages.storage.googleapis.com/f9/9a/05/ac0c714ea194a3/kpo00001.png
KR-100624648-B1,Block polymer processing for mesostructured inorganic oxide materials ,에스비에이 머티어리얼스 인코포레이티드,"스터키갈렌디., 슈멜카브래들리에프., 즈하오돈쥬앙, 멜로쉬닉, 휴오퀴셍, 펭지앙글린, 양페이동, 파인데이비드, 마르골레세데이비드, 루켄스웨인쥬니어, 프레드릭슨글렌에이치., 슈미드-윙켈패트릭",1997-12-09,1998-12-09,2006-09-19,2006-09-19,https://patents.google.com/patent/KR100624648B1/en,https://patentimages.storage.googleapis.com/2a/eb/6f/da81cbc61773bf/112000011704546-pct00002.png
KR-100218650-B1,Data compression system and the method ,"존 지이 메사로스, 암펙스시스템즈코포레이션","시드니디이밀러, 피이터스미스, 차알즈에이취코울만",1990-07-31,1991-07-30,1999-09-01,1999-09-01,https://patents.google.com/patent/KR100218650B1/en,
US-8000428-B2,All-digital frequency synthesis with DCO gain calculation ,Texas Instruments Incorporated,"Robert B. Staszewski, Dirk Leipold, John Wallberg",2001-11-27,2002-11-22,2011-08-16,2011-08-16,https://patents.google.com/patent/US8000428B2/en,https://patentimages.storage.googleapis.com/e1/68/57/e6f079dfb79262/US08000428-20110816-D00000.png
KR-100890573-B1,Emulated storage system ,세파톤 인코포레이티드,"미클로스 산도피, 티미 그랜트 레이터, 우리 루블린",2003-08-05,2004-08-05,2009-03-25,2009-03-25,https://patents.google.com/patent/KR100890573B1/en,https://patentimages.storage.googleapis.com/fd/c7/f5/ca3b658dc79f22/112006008712570-pct00012.png
JP-3566589-B2,Defect inspection apparatus and method ,"株式会社日立製作所, 日立ハイテク電子エンジニアリング株式会社","稔 野口, 良正 大島, 英利 西山, 俊一 松本, 行雄 見坊, 良治 松永, 恵寿 酒井, 隆典 二宮, 哲也 渡邊, 寿人 中村, 孝広 神宮, 良夫 森重, 秀一 近松",1998-07-28,1999-07-21,2004-09-15,2004-09-15,https://patents.google.com/patent/JP3566589B2/en,https://patentimages.storage.googleapis.com/1a/30/7c/7703d71dc34351/0003566589-6.png
US-6933970-B2,Digital still camera system and method ,Texas Instruments Incorporated,"Osamu Koshiba, Satoru Yamauchi, Hideo Tomama, Akira Osomato",1999-12-20,2000-12-20,2005-08-23,2005-08-23,https://patents.google.com/patent/US6933970B2/en,https://patentimages.storage.googleapis.com/3a/f6/28/4e79a7aadc081e/US06933970-20050823-D00000.png
JP-4942921-B2,Network load balancing using host state information ,マイクロソフト  コーポレーション,"エル．ダーリング クリストファー, エム．ジョイ ジョーゼフ, シュリバスタバ スニタ, サブバラマン チッター",2003-06-30,2004-06-29,2012-05-30,2012-05-30,https://patents.google.com/patent/JP4942921B2/en,https://patentimages.storage.googleapis.com/4c/ea/f8/e843d537fac3fe/0004942921-2.png
KR-100767650-B1,?-? nitride substrate boule and method of making and using the same ,"크리, 인코포레이티드","보우도로버트피, 플라인제프리에스, 브랜드스조지알, 레드윙존엠, 티셜러마이클에이",2000-03-13,2001-03-12,2007-10-18,2007-10-18,https://patents.google.com/patent/KR100767650B1/en,https://patentimages.storage.googleapis.com/34/04/4e/437c76ba46172a/112002030093584-pct00008.png
CN-1611082-B,A method and apparatus for controlling operation of a mobile device by detecting usage situations ,诺基亚公司,"约翰·欣贝格, 海基·马尼拉, 卡勒·科尔皮亚霍, 汉努·T·T·托伊沃宁, 约翰娜·蒂坎迈基",2001-11-13,2002-11-11,2010-05-12,2010-05-12,https://patents.google.com/patent/CN1611082B/en,https://patentimages.storage.googleapis.com/d9/a5/7d/a21a4198ea9a05/H028236157E00021.png
KR-100289586-B1,Moving picture coding method and apparatus and Moving picture decoding method and apparatus ,"이데이 노부유끼, 소니 가부시끼 가이샤",가또모또끼,1992-09-28,1993-09-28,2001-05-02,2001-05-02,https://patents.google.com/patent/KR100289586B1/en,
KR-101095394-B1,Method and device for cleaning at least one optical component ,코닌클리즈케 필립스 일렉트로닉스 엔.브이.,"피터 진크, 조셉 팬커트, 군터 데라, 아침 위버",2003-05-22,2004-05-18,2011-12-16,2011-12-16,https://patents.google.com/patent/KR101095394B1/en,https://patentimages.storage.googleapis.com/6d/2a/08/254bc637e27b1b/112005067073822-pct00001.png
KR-100463809-B1,Method and apparatus for correcting errors in computer systems ,트랜스메타 코포레이션,"클라이버알렉스, 베디체크로버트, 케펠데이비드",1997-02-28,1998-02-13,2004-12-29,2004-12-29,https://patents.google.com/patent/KR100463809B1/en,
KR-100917260-B1,"Crystal film, crystal substrate and semiconductor device ",소니 가부시끼 가이샤,"모리타에츠오, 무라카미요우스케, 비와고시, 오쿠야마히로유키",2001-01-18,2002-01-18,2009-09-16,2009-09-16,https://patents.google.com/patent/KR100917260B1/en,https://patentimages.storage.googleapis.com/27/3f/da/430459b4795f45/112003024485189-pct00001.png
KR-100550593-B1,A microprocessor ,가부시끼가이샤 도시바,"후지모토겐사쿠, 시라카와겐지, 하시모토미키오, 테라모토게이이치, 오자키사토시",2001-08-08,2002-08-07,2006-02-09,2006-02-09,https://patents.google.com/patent/KR100550593B1/en,https://patentimages.storage.googleapis.com/fc/5b/7a/04be0a8bc6864e/112002025472770-pat00001.png
AU-739375-B2,Electrodes linked via conductive oligomers to nucleic acids ,"Clinical Micro Sensors, Inc.","Michael Gozin, Jon F. Kayyem, Stephen D. O'connor, Changjun Yu",1996-11-05,1997-11-05,2001-10-11,2001-10-11,https://patents.google.com/patent/AU739375B2/en,
US-7882369-B1,Processor performance adjustment system and method ,Nvidia Corporation,"Brian M. Kelleher, Ludger Mimberg, Kevin Kranzusch, John Lam, Senthil S. Velmurugan",2002-11-14,2002-11-14,2011-02-01,2011-02-01,https://patents.google.com/patent/US7882369B1/en,https://patentimages.storage.googleapis.com/b8/60/34/0b9a8aa650ac6a/US07882369-20110201-D00000.png
US-5168532-A,Method for improving the dynamic range of an imaging system ,"Varian Associates, Inc.","Edward J. Seppi, Edward G. Shapiro, John M. Pavkovich",1990-07-02,1990-07-02,1992-12-01,1992-12-01,https://patents.google.com/patent/US5168532A/en,https://patentimages.storage.googleapis.com/60/45/2f/7a9b1111b6e836/US5168532-drawings-page-3.png
US-6383742-B1,Three dimensional arrays for detection or quantification of nucleic acid species ,"Radoje T. Drmanac, Snezana Drmanac","Radoje T. Drmanac, Snezana Drmanac",1997-01-16,1997-08-15,2002-05-07,2002-05-07,https://patents.google.com/patent/US6383742B1/en,https://patentimages.storage.googleapis.com/25/e5/0a/d311460636dfd6/US6383742-drawings-page-6.png
US-6449301-B1,Method and apparatus for mode locking of external cavity semiconductor lasers with saturable Bragg reflectors ,The Regents Of The University Of California,"Ming C. Wu, Ji-Lin Shen",1999-06-22,1999-06-22,2002-09-10,2002-09-10,https://patents.google.com/patent/US6449301B1/en,https://patentimages.storage.googleapis.com/13/a5/6c/a88129d1b96ddb/US6449301-drawings-page-2.png
US-5202987-A,High flow-rate synchronizer/scheduler apparatus and method for multiprocessors ,"Nimrod Bayer, Ran Ginosar","Nimrod Bayer, Ran Ginosar",1990-02-01,1991-01-15,1993-04-13,1993-04-13,https://patents.google.com/patent/US5202987A/en,https://patentimages.storage.googleapis.com/b0/ec/ff/5faaf9e07fd49a/US5202987-drawings-page-3.png
US-5709214-A,PD2i electrophysiological analyzer ,"Enhanced Cardiology, Inc.",James E. Skinner,1996-05-02,1996-05-02,1998-01-20,1998-01-20,https://patents.google.com/patent/US5709214A/en,https://patentimages.storage.googleapis.com/7e/35/e6/3fb05b23ae65f6/US5709214-drawings-page-2.png
KR-0183454-B1,Apparatus for transferring cargoes ,"마스다 쇼오이치로오, 가부시끼 가이샤 다이후꾸","유키히로 고토, 요시히코 야마다",1993-10-07,1994-09-17,1999-04-15,1999-04-15,https://patents.google.com/patent/KR0183454B1/en,
WO-2023167707-A2,System and method for quantum computing to generate joint probability distributions ,"IonQ, Inc.","Sonika Johri, David Bacon",2021-08-16,2022-08-16,2023-09-07,,https://patents.google.com/patent/WO2023167707A2/en,
KR-100848980-B1,"A structure exhibiting a photonic band gap, a method o forming the structure, an optical switch incorporating the structure, an optical device comprising a body having at least one path, an optical switch, optical diode or transistor incorporating the optical device, and an optical device having an optical transmission path ",비티지 인터내셔널 리미티드,"제레미 존 바움버그, 마틴 데이비드 브라이언 찰톤, 마리아 카테리나 네티, 그레고리 제이슨 파커, 메이드 엘리어스 주로브",2000-04-06,2001-04-06,2008-07-30,2008-07-30,https://patents.google.com/patent/KR100848980B1/en,https://patentimages.storage.googleapis.com/80/b0/e3/09657cda450833/112007092586113-pct00075.png
US-6639907-B2,Method and apparatus for processing paging indicator bits transmitted on a quick paging channel ,"Qualcomm, Incorporated","Arthur J. Neufeld, Ehren Van Melle, De-Gang Richard Yao",2000-09-26,2001-09-14,2003-10-28,2003-10-28,https://patents.google.com/patent/US6639907B2/en,https://patentimages.storage.googleapis.com/e4/62/3c/46696165be1340/US06639907-20031028-D00000.png
EP-1300676-B1,Method and apparatus for inspecting multilayer masks for defects ,National Institute of Advanced Industrial Science and Technology,Toshihisa c/o Tomie (AIST),2001-10-05,2002-10-04,2012-09-19,2012-09-19,https://patents.google.com/patent/EP1300676B1/en,https://patentimages.storage.googleapis.com/46/01/e8/5a43c434102842/imgf0001.png
US-6160336-A,Peak power energy storage device and gravitational wave generator ,"Baker, Jr.; Robert M. L., Noble; Frederick W.","Robert M. L. Baker, Jr., Frederick W. Noble",1999-11-19,1999-11-19,2000-12-12,2000-12-12,https://patents.google.com/patent/US6160336A/en,https://patentimages.storage.googleapis.com/57/86/e2/a9b6385d8a479c/US6160336-drawings-page-3.png
KR-100795759-B1,Process for producing microfluidic articles ,쓰리엠 이노베이티브 프로퍼티즈 캄파니,"벤트슨제임스쥐, 데보로버트제이, 윌리엄스토드알",2000-06-15,2001-06-14,2008-01-21,2008-01-21,https://patents.google.com/patent/KR100795759B1/en,https://patentimages.storage.googleapis.com/51/4e/70/6bacd06bc715ac/112002041206133-pct00026.png
